id_dataset,id_commento,Content,ReactionsCount
2,270,I'm here to argueeeee!!!!   Who wants to argue with me!!!!,7
2,271,"So huge. It measure about the size of modern 6 storey building, ancient pyramid. Even using modern technology, such as sky scapers can't lift this hundred of tons granite. I can also see, the ancient people made some figure like hat. This tons of granite hat is placed on top to this gigantic statue. It might takes many years to figure it out. The most simple and expressing question is, who they are ? The decendant of pharaoh ? The decendant of babylonian ? There must be once a super power civilization in the easter island during ancient time, other than egypt and messopotamia. Maoi was onced a super power and... very rich, like pharoah. But... why they left. Why they migrate ? For your infomation, the easterian people are the great grand father of native australian, malaysian, fijian. Western called us austranesian. I am malay, from malaysia.",0
2,272,Not with arms x~ed I'm thinking...,0
2,273,"Que tarugos, hasta que se les ocurrio checar bajo tierre, saludos!",0
2,274,Es cierto vi unas fotos en donde las handavan escarbando,0
2,275,Julionose por que ver la imagen me recuerda a los 2 sentados esperando a piero ...,0
2,276,This one really never skip gym,1
2,277,Excellent concept to get you thinking!,4
2,278,I do believe this is a hoax!,4
2,279,Posiblemente.. Y creo q con la formacion de los continentes se quedaron enterradas..,0
2,280,les personnages avec les bras croisés sont un montage photo qui est une insulte à la réalité archéologique,0
2,281,This one photo's misleading tho 😂,0
2,282,You can tell these pictures are fake,0
2,283,This one is a stupid picture.,0
2,284,O tarihte bunlari hangi teknoloji ve hangi malzemeler ile yaptilar acaba..??,0
2,285,OSHA is citing this dig site for improper shoring violations,0
2,286,Yo Adrian....lighten up !,0
2,287,Is this squidward house?🤨,0
2,288,Our Zombie Tsunami days while on duty 󾌴󾌴󾌴 My dear Sandra.,1
2,289,"Esto no es real, las fotos no son reales",0
2,290,isso que eu estava te falando amor.. vai passando para o lado Bárbara Medina,1
2,291,"If this is real,it's amazing.  I'm going to believe it's real.",1
2,292,This is what happens to you if you sit too long in the same place.,1
2,293,"...ma se è vero che le umane popolazioni di 2-3-4000 anni hanno costruito ciò...come 
possono essersi ridotte così in questi ultimi anni..?",1
2,294,"Segundo teoria dos antigos astronauta , essa imagem é uma resposta de seres de muitos mil anos atrás antes da raça dos seres humano.",0
2,295,It looks like the rock. (Dwayne Johnson),0
2,296,"No lo sabia que pasada,que noos queda por descubrir y luego pot destruir ,como siempre,,,",0
2,297,"They dont talk each other..

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/461690200_2530043383846167_4294723111059653647_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=hgvDzXiDSioQ7kNvgHB2M-W&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A1WBknBy-eP4kD-gmIQQ3zY&oh=00_AYAQ8scb4d9ODfPvRx0EAYCFdf1nTuCkUV5OeiMVXfKx8g&oe=67A02FAD",2
2,298,"Funy,this guys luke real heandsome, some how...",0
2,299,"Love this pic! The modern representation is inspired, Thankyou!!",0
2,300,"Lol, they had off spring as well",0
2,301,Did they also find out if they have a penis,0
2,302,Bryce Peter told you there were bodies I guess now since they took our job it's time for detective,0
2,303,αραγε ποιους και γαια ποιους λογους τους εφτιαξες εκει σε αυτο το ερημονησι?,0
2,304,Roberts Bogomols aceries mums prieks geo. vajadzeja iesutit un sitas ar tur bija󾌸,1
2,305,I'm surprised it took them that long to find out!,0
2,306,Raja Amira gentle ada badan beb. Igt kepala je. Kpale otak dia weh,0
2,307,Natan Oliveira até as cabeças da ilha de Páscoa estão MONSTRAO e a gente aqui dando mole,0
2,308,I would like go verify in person.,0
2,309,"Well, they are pretty cool dudes.... ;)",0
2,310,Those Moai were Buff! Do you even lift bruv?,0
2,311,1st picture is funny-  life doesn't need to be taken too seriously all the time- lighten up..,0
2,312,"Obviously that is fake this photo but this is just a little of humor, calm down people",0
2,313,Lela hai capito com'è in realtà? faccia di pasqua regna sovrano ahahha,1
2,314,Isn`t more amazing than a flying fish..,0
2,315,Son como las rocas de la pelicula animada atlantis cuando va a estallar el volcan y cobran vida 1313,0
2,316,"Declan, were these the ones you were talking about?",1
2,317,This photo is a fake.  No statue has crossed arms.,0
2,318,Haha .. so cool though imagine bodies like that put the NZ Rugby team to shame... lol,0
2,319,"""Ere, Brian... 'ow much longer...""
""Dunno mate. He just said <<I'll be back>>..."" :-/",0
2,320,Olha que interssante amor Wilker de Andrade,1
2,321,can one imagine how old these statues are?,0
2,322,mata kita rane...Μάτια που κοιτούν τον ουρανό! Helloooo Greece!!!,0
2,323,"Parecidos a los digletts XD

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/464239835_8440734699313840_7184501757577082617_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=49XgutJNo2wQ7kNvgEffCzd&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AQg05t8qhfwbtc7ummnZ3G8&oh=00_AYCi3RAnf1M98EvtymJp5Lf6RYGYIghfXq3aO8JFOZ1CKQ&oe=67A01DE4",0
2,324,"Los miles de Años. Que tienen que haber. Pasado no..? Me Atrevería. Un Par de. Millones de Años. .para que. La tierra los tapara por unas cuantos metros.
Oh..no...???",0
2,325,Took along time for them to figure that out. How neat.,0
2,326,"This is a hoax, this image",0
2,327,Por qué en la primera foto están los brazos cruzados y en las otras los brazos están hacia abajo? Esta información ya fué confirmada???󾍃,0
2,328,Fernando Rodríguez me lleman la atencion desde su caricatura de vame zing zilas algo asi,1
2,329,Devon Pero you and your military friends,0
2,330,Andre Ortiz this looks like u lol,0
2,331,Gabriel Rodrigues olha isso!! 󾍁 Não sei se vc já sabia mas é muito top!! haha,0
2,332,"Arthur Cajuella hahaha vai passando,muito legal",0
2,333,Can't wait to go see places like this with you! Scott Kimbro,0
2,334,Americans can see one at the Smithsonian's Natural History Museum...just the head tho.,0
2,335,Shame they had to put the fake picture in,1
2,336,"Danielle Barbosa amiga, lembrei de vc!!! Saudadeeeee",1
2,337,They stole your nose 󾌴󾆳JkDaniel Elena,0
2,338,Christian Vasquez: this picture reminded me of you! haha,0
2,339,"D'où viennent les blocs de ces sculptures,pourquoi ce trouvent t ' elles  enterrées,qui sont les sculpteurs  ????",0
2,340,"Moai kultura , Pilinezija, Uskrsnji otoci, oko 1250 nova era, oko 10 metara visina I fascinanta tezina : 270 tona...",0
2,341,Che aspetti?  Are they waiting?? ha Ha. Brilliant sketch!,0
2,342,People who believe this are the people who vote for trump,0
2,343,Cool! Randy Young Tara Bree look at all the photos!,0
2,344,Cody Hawkins when you have your hoodie on bud!,0
2,345,Kevin O' Sullivan i dont see any of those giant rats?,3
2,346,"Is this photo the real thing? ha,ha.",1
2,347,Cafuçus,1
2,348,uzzioh!,0
2,349,"- Nice day ! 
- oh yeah",2
2,350,Beatrice Lucarini c'avevo fatto lo screen prima. Dovevi vedere,0
2,351,Aha hahaha Javi mira,1
2,352,Rudy mira madre,1
2,353,Reifus Reifuss Luciana Gonçalves Fernando Silva tem mais fotos,2
2,354,George Stefan mamamamama,1
2,355,Ricardo Castaneda que pensas de esto,0
2,356,Lmao I suspect lies 🤔󾌴,0
2,357,Its fake it has no ancient history,0
2,358,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/466864244_10232857940981503_3869040955559893798_n.jpg?stp=dst-jpg_p350x350_tt6&_nc_cat=110&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Z-39CnwmCy4Q7kNvgEbuNjp&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AuB9GWU9iRrpexbRSdCSqhi&oh=00_AYD7egk_xy5v5dd_lHFgG305RvI4Ya5456fQUxH-7KiNaQ&oe=67A0258E,2
2,359,https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466081148_10227917719917059_1621526575998273349_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=5b0vRql1AhgQ7kNvgE4e22A&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AuB9GWU9iRrpexbRSdCSqhi&oh=00_AYDc5xzrzkSn1CkRRochNSdRRi_HUIvomNb1tgQvBuXfsg&oe=67A01578,0
2,360,Que tremendo!!!,0
2,361,Menchu Perez Perez la verdad escondida! ;),0
2,362,Serà verdade?,1
2,363,https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463247030_7760211557415779_5887575515574530371_n.jpg?stp=dst-jpg_s480x480_tt6&_nc_cat=101&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=wQjVDVtCP0EQ7kNvgGyDtrN&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AuB9GWU9iRrpexbRSdCSqhi&oh=00_AYBR_tvgM9tXv893A15CnSD_W3aIfVZ-j5DM97DYnUnfIA&oe=679FFF7C,2
2,364,Nobody knew!,0
2,365,Love this!!!,0
2,366,Like serious?,0
2,367,สรุปคือทำไว้เพื่อ,0
2,368,THIS IS FAKE,0
2,369,Estás esculturas son una maravilla,0
2,370,"Wow, that's amazing",0
2,371,Claaro la primer foto es. Ficticia,1
2,372,Just now i know that,0
2,373,wow that's all I can ssy,0
2,374,https://scontent.fnap3-1.fna.fbcdn.net/v/t1.6435-9/58543786_10216275708678098_3009104274270453760_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=7V8LSPb0dxYQ7kNvgHhPJR1&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AUq38HQSw1gp9NZktXI8AMp&oh=00_AYBIll3nIdUm6QfzFMj3WbP3n7uQzYqcLqXnhJDtqUPr8Q&oe=67C19DE1,0
2,375,funny,0
2,376,Cool!,0
2,377,bit late for April fools !,0
2,378,Fake!,0
2,379,Daaas ... glaube ich  N I C H T .. !!!!!,0
2,380,No way!?????,0
2,381,Ryan Dunphy,0
2,382,Los famosos moais en la isla de pascua.,0
2,383,Lindooooo,0
2,384,Lol this pic is hilarious,0
2,385,Fake!,0
2,386,Really ok somthing new,0
2,387,Nooooo...󾌲,0
2,388,bufala,0
2,389,Sério?,0
2,390,"muhteşem, bence durum daha enterasan hale geldi",0
2,391,Crazy,0
2,392,Truly amazing!,0
2,393,Its a joke 󾌴.,0
2,394,"Meravigliosa visione. Vi auguro una meravigliosa giornata, ciao.",0
2,395,Sicuramente facevano crossfit ;),0
2,396,Impressionnant!,0
2,397,Il fait meilleur en dessous !,0
2,398,Scusa credevo schrerzassi. Veramente  incredibile,0
2,399,edited photo manipulation.,0
2,400,bullshit,0
2,401,Come mai si é aspettato tanto per fare degli scavi!!!,0
2,402,Çok iyi 󾮗🏻,0
2,403,gestraft? :p,0
2,404,Stupendoooooooooooooooo! Incredible la dedizione dell uomoooo,0
2,405,Genial,0
2,406,Es increíble como esas estatuas esta tan grande y como es que están enterrados,0
3,407,Now I can say that with my body shape I am commemorating the heritage of Easter Island. Thank you <3,136
3,408,"Keep digging, he’s sitting on a horse 🐎",270
3,409,We just blindly assumed they were heads sitting on the earth? I’m disappointed in humanity that we never explored this further until now 😬🤦🏻‍♀️,50
3,410,"Kind of disappointing, less unique, lots of statues have bodies. 
They should have quit when they were a head.",51
3,411,"I've noticed that things in the yard eventually become covered by dirt, leaves etc... during the erosion process. I wonder if these were actually buried, or if, over time, they were simply buried by the earth.",38
3,412,"I listen to the ‘No such thing as a fish’ podcast and first learned about these not so body-less heads. If you have a penchant for facts and myth busting, listen to the podcast.",28
3,413,That should tell ya a rough age. The sphinx was totally buried except for most of the head at one time as well. Nature buried these ancient statue's and tombs. These stories haven't been told truthfully,23
3,414,Perhaps a great flood buried them?? ...and swept away the people.,20
3,415,on the other side of the globe there are also stone statues with a similar pose  https://photographers.ua/photo/drevnie-bogi-415606/,16
3,416,I cannot beleive that this was really the first occasion to check it...,17
3,417,"I've read that given the average rate of overburden deposition, it would be impossible to bury the statues to that depth in the amount of time it is estimated to have happened. Meaning what? Meaning these statues are waaay older than is estimated.",13
3,418,"One of the great mystries of life, along with the pyramids. Would love to see them both someday  ♥️",8
3,419,Funnily enough Dutch explorers in the 1600s who landed on Easter Island and met the locals described the statues as having bodies and standing upright above the ground. So it's only at some point since then that they buried them up to their necks.,10
3,420,"https://youtu.be/7j08gxUcBgc 

For those looking for some deeper history. Carved from the mountainside and then pulled with ropes back and forth so they wobbled and thus walked to the beach on their own.",8
3,421,"What is even more interesting is to check out the experience made to show how the statues were “ walking “ 

https://youtu.be/YpNuh-J5IgE",8
3,422,"After many years, my wife also discovered that I had a body.",21
3,423,Are they holding their peen? Maybe it’s just statues of peeing. Are they sure that when it rains it doesn’t turn into a fountain?,22
3,424,"Been there twice when working on Norweigen ships, ship would anchor about three km off shore and  you would have to get a tender ashore. To get to the statues you could either get a taxi or ride there on a half wild horse. That was in the late 1960s.",8
3,425,It's amazing  I never knew  that there is a part of the body  also buried underground  We will gain more knowledge and information.​  what is very good,7
3,426,"This is the place, which I want to visit most of all in the world!.",6
3,427,Amazing. What took them so long to imagine or figure that out???,5
3,428,"This is old news!!!
The Norwegian explorer Thor Heyerdahl found out this when he visited Easter Island in 1955-56.
You can read all about it in the book Aku-Aku. Just look up «Aku-Aku» at Wikipedia.",5
3,429,Yep—and their toes go all the way through the Earth and stick out at Stonehenge….,5
3,430,I always wondered if there was more to these than met the eye!,3
3,431,"Like most old guys, they don't look so good below the chin.",5
3,432,Who do you think did this obviously not the people that live there there weren't enough of them on the island to move that s*** around,3
3,433,Now why did it take so long to think about this possibility,5
3,434,Well that's nothing new. There are many statues on the island that are not buried to the neck. https://en.wikipedia.org/wiki/Moai#/media/File:Ahu-Akivi-1.JPG,12
3,435,They're placed strategically around the island to scare invaders most likely and over the years was buried when the volcano ( Mt. Terevaka) explodes.,5
3,436,"Wow, that's terrific , now things will be looked at anew.",2
3,437,"Because of deforestation of the island, there aren’t trees to hold the topsoil, so the wind just blows it away and it accumulates downwind, burying the statues over time. There used to be groves of palm trees covering the island, but they were all cut down by the original human settlers.",18
3,438,"Incredible, but five years ago this was discovered. However, thanks to this FB post, I would not have known at all! Don't remember it being on the news?",4
3,439,I can only imagine the joy that came when they decided maybe there was more.  Fascinating!,3
3,440,That sure takes the “bury your head in the sand” to a new level!,3
3,441,Very interesting!! Awsome how they carved such huge figures with primative tools !! Pearl,0
3,442,"I cut the grass for my grandma for years. I used to have to pick the push mower up over some 8” blocks, but after some time I could mow over them. That was over a 7-9yr span. Nature will bury things.",1
3,443,"How do I volunteer to be a part of some dig that excavates these statues so we can see what kind of bodies they have? Apparently, they're all different! What a fun excavation that would be!",0
3,444,"The lesson to humanity that these statues symbolise is frighting.  

The Contiki is a great book about Thor Hyerdals adventure/ experiment",2
3,445,We saw these bodies up close and personal. With 800+ of these on the Island it was amazing to say the least.,0
3,446,"If you look at the mtn behind these you can clearly see the upper portion had clasped,leading to my conclusion these statues weren't covered in earth til there was a  landslide an I also believe these statues were molded.",2
3,447,Amazing!!!! What culture accomplished such a thing,1
3,448,It was so fabulous to be there,1
3,449,"Without a body they can't live ! 😂🙏
Don't touch the secrets of the Ancient Civilisation ...",0
3,450,He has to work on his tan.,4
3,451,Makes them all the more amazing,1
3,452,It’s always amazing what gets buried over the years,0
3,453,Oh that's amazingly wonderfull....well done to the Archeology team.,4
3,454,"beautiful artifacts of ancient cultures, its amazing it could be related with the current NewZealand's Maori tribe culture",2
3,455,I was ripped off!!! Only got half the statue! Chloe Macdonald Taryn Macdonald Cory Macdonald Jayde MacDonald Brody MacDonald Emm Stephens,4
3,456,This was an amazing place to visit and learn about its history!,1
3,457,They look anatomically correct.,4
3,458,The tan lines are just like me when I take my shirt off.,3
3,459,This is so amazing. I  can't believe someone hasn't thought of digging down before? What a find.,2
3,460,could a natural disaster or volcano buried these statues and wiped the people out?,0
3,461,Never knew there was bodies!,1
3,462,"Very interesting. I read a book, “Aku Aku,” 66 years ago about these heads sticking above the ground.",2
3,463,Not surprising I was awaits thinking that heads are on statue buried in ground by milénia of erosion of the mountains behind it.,0
3,464,"Please check on YouTube Jon Levi, you will be astonished, all about the mud flood, so interesting. What is going on?.",0
3,465,"So has the level of the ground increased that much, or were these statues being punished?",3
3,466,"So, while they were on Spring Break, their buddies buried them in the sand & just left them, huh? Go figure!",2
3,467,Was there 3 years ago. Interesting how they sculpted them from the hillside.,0
3,468,It goes to show how many natural nature incidents there were to bury these beautiful statues.,1
3,469,My question would be how did they even get permission because locals of that Island are very protective of those things,0
3,470,"Keep digging,  you might find the horse they are on lol. Just kidding I truly love history. And we really don't know half of what's out there",0
3,471,Now that would be a cool place to visit. But I doubt you can now! X,1
3,472,Seems like they may have farmer tans ...,3
3,473,"Nice photoshop... Good work...
How many of members from this grouop saw it with own eyes? Probably  none...",1
3,474,The one on the bottom right got a farmers tan from being exposed to the sun,2
3,475,"If anyone is interested to know more about this fascinating island. It’s out of print but try to find the book Aku Aku by Thor Heyerdahl.    
The headline is misleading - it’s long been known the the statues have torsos - a number were re-erected in the 1950s.",0
3,476,That’s amazing!  Were the bodies always buried or happened over time?,0
3,477,There is much history and mystery behind this island!,0
3,478,"Great they were in jail, and you just freed them.",0
3,479,I believe they got them selves in trouble and were buried to be stoned,0
3,480,I’ve loved theses statues since the day I first saw a photo of them.,0
3,481,Dad bods! 😁,2
3,482,"Not really new, most of their bodies are above the ground.",3
3,483,"Images are old news, from around 2010-2012, but knowledge about the torsos have been known since 1914.

“In fact, archaeologists have studied the statues on the island for about a century, and have been aware of the torsos beneath the statues' heads since the earliest excavations in 1914.”",0
3,484,Congrats to them please Shirley.,0
3,485,"Yeah, but didn't anybody read Aku-Aku back in the 60s? It's not like secret knowledge hidden by the elders and anybody who catches a glimpse of the sacred text is visited by the ghost of Thor Heyerdahl",2
3,486,Please read bookThiaooub proverb fro Michael Desmarquet. It explain origin of that stones.,0
3,487,Maybe they were deliberately buried.,2
3,488,Is this the first time anyone has thought to check??,1
3,489,"We're not the only ones ashamed of our figures, then.",1
3,490,OMG. ...it's amazing. ..for so long they have just been heads. ...💜💙,1
3,491,It took them 150 years to dig one out ?,0
3,492,Dad bods! 😂,2
3,493,Astonishing!!  Such a discovery!!,0
3,494,I always wanted to go to Easter Island now the head's got bodies I really like to go and see it now,0
3,495,"Oh wow, it took scientists over 200 years to find this out...  By the time they figure out that ""Global warming is real"" I'll be termed a ""Kentucky Fried Chicken""...",0
3,496,amazingly wonderful; absolument incroyable et beau!,1
3,497,They should raise them all before there's not much left. Wonder what else might be down there.,0
3,498,What if these statues are depictions of the Nephilim and were created by the Nephilim 🤔😳,0
3,499,Amazingly  we only know ...so little,2
3,500,"This not new info, has been known for years, Read Thor Heyerdahl's book 'Aku-Aku'",0
3,501,They are gages.. just not for rain,2
3,502,"No really????? They have body’s????

https://i0.wp.com/imaginarapanui.com/wp-content/uploads/2017/06/Ahu-Tongariki-los-15-moai-de-Isla-de-Pascua02.jpg?resize=610%2C408&ssl=1",0
3,503,"Wow, these guys were definitely big beer drinkers!  Look at those beer guts!!",0
3,504,Just shows how old they are and how wrong scientist are and  how little we know about our past.,0
3,505,Never thought what might be underground,0
3,506,"They even walked down from the hills,,",0
3,507,Oh my gosh.... They have bodies!    Did they just sink over time because they are so heavy?,0
3,508,I love knowing this!,1
3,509,When your done…come and do my back garden 👏🔎,0
3,510,A bit overweight?,2
3,511,My next door neighbor in Hellertown Danny McElwee went there.,0
3,512,Yea we found out about 100 years ago that they had bodies not new news,0
3,513,"Is it true that is it""s body? or just an excavation work?",0
3,514,If he'd been riding a motorcycle that would have been exciting 😎,0
3,515,It is amazing how stuff like that serviced,0
3,516,I had no idea - is this a spoof 😅,0
3,517,"did not know that, time buried them...",0
3,518,Wow!  Why did we wait so long to dig?,0
3,519,I’m assuming that’s all been dug out by hand?,1
3,520,Ez a jobb alsó nem a Viktorunk szobra? :-),4
3,521,No wonder they ran out of trees. Amazing find,0
3,522,I know one of these was stolen and in a British museum 🎨😅,0
3,523,And they faced inland!,1
3,524,WoW how they were built,1
3,525,I'm surprised that we just made that discovery!,0
3,526,You should have left them alone.,0
3,527,Beer drinkers even back then. 😜,0
3,528,Looks like you when you have been in the sun with your shirt on Michael Moore 🤣,0
3,529,"gee, woulda never known https://velvetescape.com/the-mysteries-of-easter-island/",0
3,530,"stupid click bait. when you google pictures of this statues 90% of them have unburried bodies, only some are burried.",0
3,531,After all this time!! We see the rest! 😄💕💕,0
3,532,And this makes them all the more weird!!,0
3,533,Dig further and see what they are stand on,0
3,534,Puts a new spin on things,1
3,535,Maybe it was the first warning about the dangers of belly fat ??🧐 😝,1
3,536,I love this job 😍😍,0
3,537,"Ils sont plus viellent qu'on croit .avec tou sest sédiments, des milliers d'années d'années nous sépare.",0
3,538,Even sculpted with pot belly.,0
3,539,"Wow, every days a school day !!!!!",0
3,540,"Think you might have to dig deeper to see what really lays beneath!!
Buildings? City? Temples?",0
3,541,"Maybe that’s what I should, bury myself from the neck down.",0
3,542,"Wow, did some how they get buried or do they just grow that way?",0
3,543,"En plus maintenant il on découvert comment il les transportait..
Il les font marché avec 4 câbles il tire chacun de leur côté et la statue marche il avance c'est vraiment impressionnant à voir
Un reportage qui est passé à la
T.V. cette semaine",0
3,544,I smell something photo shoped here,1
3,545,The guy on the right looks just like me.,0
3,546,Thor Heyerdahl discovered that back in the 1950s.,0
3,547,The great mud flood of Noah's day.,0
3,548,Well that is something to learn. Wonder what else will eventually be revealed.,0
3,549,Ha! They carved it out as they dugged.,0
3,550,Similar to the soldiers at Zian in China.,0
3,551,This is what happens when you don't dust,0
3,552,"It’s a conundrum , bizarre",0
3,553,This is amazing 😍,0
3,554,Now please care them sunburned head!,0
3,555,I love the tan lines...,0
3,556,I love this post and all the comments are equally cool!!!,1
3,557,"Are they sacred? If they are, shouldnt they be left alone?",0
3,558,Not news. They excavated these years ago!,0
3,559,I was there!,0
3,560,Someone had a sense of humour!!!,0
3,561,So much more to be discovered,0
3,562,That’s amazing !!,0
3,563,"is this real？
the head came with bodies？",0
3,564,it's PRITY obvious they had bodies common sence said dig,0
3,565,Prastary kałdun? Klub Posiadaczy Kałduna Taktycznego / Tactical Belly Owners Club,5
3,566,Expedição Aku-Aku nos anos 50 já tinha descoberto isso...,1
3,567,they even have bellies,1
3,568,Looks like they've put on a few pounds,5
3,569,Thanks!  Hope you are both well,0
3,570,I wish they had left them undisturbed.,0
3,571,"So do we know what they're significance is , eg. Burial chambers for island kings?",0
3,572,Why am I getting some vibes that some ancient gods are gonna be upset that we unmasked this 🤣🤣,0
3,573,That's awesome!,0
3,574,That's awesome!!!,0
3,575,Know… truly amazing,0
3,576,that's probably the reason why they are hiding it.,0
3,577,Amazing who knew,0
3,578,They are good,0
3,579,Beer drinkers it appears.,0
3,580,WOW! Didn't know they have bodies in the ground! Which year did they discover it?,0
3,581,WoW Amazing Wonderful,0
3,582,So how/why'd they get buried?,0
3,583,This is really old news...,0
3,584,They finally figured it out,0
3,585,Have they reached the bottom of them.. do they have feet?,0
3,586,I love it!,1
3,587,I had not idea. Fascinating!,0
3,588,That's amazing...,0
3,589,Wow that’s amazing,0
3,590,Wow that’s amazing,0
3,591,Giants Toys,0
3,592,I always figured they did,0
3,593,Simply amazing 🤩,0
3,594,What a surprise !,0
3,595,Never knew that.,0
3,596,SPOILER ALERT: moaï DO have bodies...,0
3,597,Wonderfull!! Can't belive it.,0
3,598,So amazing!,0
3,599,How cool is this?,0
3,600,Just so amazing.,0
3,601,Hears hoping we see them in November,1
3,602,They have a body!?,0
3,603,Must have been a Mudd slide,0
3,604,Maybe they are an entrance to a buried city?   Keep digging.,0
3,605,This is not true...,0
3,606,Those tan lines tho….,0
3,607,Was there mc Donald's back then?🤔😁,0
3,608,Dad bods,0
3,609,That’s very interesting!,0
3,610,Another question answered!,0
3,611,Why can't people just leave thing alone ?,0
3,612,Amazing,0
4,613,I'd love to visit the island.,2
4,614,Deb Prentice - I think Easter Island are looking for a Designer Deb. I'd like to see this... 😁,2
4,615,"would love to be there doing ""shit"" like this - history in the making - i mean how exciting is this - awesome awesome",3
4,616,Not much has changed. Even today we hide our beer bellies.,18
4,617,"i think they are to mark tombs of  Kings. Must have been full employment  on the island then,just making statues",0
4,618,WOW - love shit like this - that is so fricken neat,4
4,619,And untill now  no one knew.,1
4,620,Can't just leave shit alone huh,1
4,621,The statues are pretty amazing 😉,1
4,622,Awesome!!!,1
4,623,Wow! Cool!,1
4,624,Are those hands down below?  April fools?,0
4,625,Total bullshit,0
4,626,Think it's faked,5
4,627,Photoshop,2
4,628,You were'nt supposed to release them!!!!,0
4,629,Sarah did you see this or is it fake?!,1
4,630,uh,0
4,631,"This is Easter Island. lol

https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464777508_8651984951563157_8429235456463648307_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=110&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=uJ0g-eRViS4Q7kNvgGytV-X&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AA8h-ihE7arb2Q6c2o2jVqO&oh=00_AYBKidZsf8QtIPALZBX7APQJqhcbFvA4OhL-qWBG5uwRLg&oe=67A03B7D",7
4,632,Jamie Ryan,1
4,633,Hailee Spear,2
4,634,Kayrizma Yvonne,1
4,635,"This photo screams 1970's, so why is this only coming to light now??",3
4,636,I have always loved the mystery and grander of these statues.,0
4,637,well how cool is that?,1
4,638,"if, you people dont belive this then where else are the bodies of the dead people on easter island?",0
4,639,"i wonder is that it? What if you dig some more can you imagine, if it have more hahahahhaa. Damn.",0
4,640,Toni d'Artibale,0
4,641,Ieva Kausina,1
4,642,Fiona Clydesdale since you were so shocked when you found this out,0
4,643,Alexandra Gena Wefa I'm betting y'all saw the Easter Island ep of Nova too...,0
4,644,Perhaps you should read the book Aku Aku by Thor Heyerdahl.  He made this same discovery and wrote Aku Aku in 1957.,1
4,645,"There were so many unfinished laying about, but none with full on bodies.  That must have been quite an amazing feat!",0
4,646,https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/467400624_10231258164150428_7247437476269508636_n.jpg?stp=dst-jpg_p370x247_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=7gjkJVPEamcQ7kNvgGLaYq-&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=As4837hTjJpUebQPmiV3inI&oh=00_AYBXZSrvJbttVdjEjK0uqD4HlFj2w83MVWqi01UgFJEWqA&oe=67A01FF9,13
4,647,I always thought they would have something underground ☺,0
4,648,Looks like its going pee,3
4,649,IT IS BEAUTIFUL EASTER ISLAND KIND OF AMAZING,0
4,650,Look at the hands on the willie. Some great photoshopping. 🙈,0
4,651,Biiiig pause on buying into this one.,0
4,652,So exciting,0
4,653,Whoa!,1
4,654,"True ,, check out some pics",0
4,655,Amazing! It's that a belly button?,0
4,656,Didn't anyone think to do this a long time ago?,0
4,657,Always thought this was an urban myth.,0
4,658,Holy moley,0
4,659,Are there any half finished ones laying around...???,0
4,660,ETs?,0
4,661,Someone gimme backstory pls,0
4,662,What the???,0
4,663,Interesting,0
4,664,Jael Nouhet tijd om je tattoo bij te werken😜,1
4,665,Amazing!,1
4,666,Mu,0
4,667,Jennie Miles  Fleur Shakespeare Nikki Moore See!,2
4,668,Danielle Berridge,1
4,669,Nick English!!,0
4,670,Emily Powelson McDonald,0
4,671,Bradely Rogers,1
4,672,Maria Stephanie,1
4,673,Danilo Vallejos Saez,0
4,674,Mark Marin II,0
4,675,Sylvia Pryor Nicol,0
4,676,"Dum Dum 
https://m.youtube.com/watch?v=Q-gPqfZI-r8",0
4,677,Bran McMillan,1
4,678,http://newsroom.ucla.edu/stories/easter-island-statues-revealed-234519,0
4,679,http://newsroom.ucla.edu/stories/easter-island-statues-revealed-234519,0
4,680,http://newsroom.ucla.edu/stories/easter-island-statues-revealed-234519,0
